d;e;e;d;*;Visage Of The Emperor;R;7;Palpatine's {hologram}. Imposing. Ominous. Intimidating. Instrument for the evil Emperor's sinister reach across the galaxy. Used on a secret frequency of the Imperial HoloNet.;Lose 2 Force to deploy on Executor: Holotheatre or Death Star: Conference Room. At the end of each player's turn, each player must lost 1 Force. Effect canceled if opponent controls this site. (Immune to Alter.)
d;i;o;d;*;A Dangerous Time;C;3;"This is a dangerous time for you, when you will be tempted by the dark side of the Force.";USED: Examine the cards in opponent's Force pile. Reorder however you wish and replace. LOST: Search your Reserve Deck and take one Dark Forces into hand. Shuffle, cut and replace.
d;i;u;d;*;Apology Accepted;C;6;"I shall assume full responsibility for losing them and apologize to Lord Vader." Needa discovered that Vader was only slightly more forgiving than the Emperor.;At the end of any battle phase, lose one of your Imperials of ability < 6 who survived a battle you lost this turn. Activate Force up to either that character's forfeit value or the amount of your battle damage in that battle.
d;i;o;d;*;Close Call;C;2;If this little one doesn't pulverize you, the next one just might.;USED: Cancel one asteroid destiny and cause it to be drawn again. LOST: Lose 1 Force. Opponent must reveal the top card of Reserve Deck, Force Pile and Used Pile. Card(s) with lowest destiny number greater than zero are lost.
d;i;l;d;;Control;U;2;Users of the Force can mysteriously manipulate their own physiology and psychology. Control allows rapid healing and provides some immunity to pain, poison and disease.;Cancel one Sense or Alter card. (Immune to Sense.) OR Cancel one Immediate Effect, Mobile Effect or Force drain.
d;i;u;d;*;Defensive Fire;C;3;275 gunners manning 60 turbolaser batteries provide a wide firing arc. Even so, asteroids are a challenge due to the sluggish recharge rates of the high-powered blasters.;Cancel Rogue Asteroid, OR Randomly select one card from opponent's hand and place it, unseen, in Used Pile.
d;i;l;d;*;Fear;C;2;"I'm not afraid." "Oh. You will be." One of the lessons Luke learned was that fear of the unknown can be stronger than fear of the known.;Opponent must choose to lose either 2 Force from hand or 1 Force from top of Reserve Deck.
d;i;l;d;*;Frustration;R;3;"Rrraaaarrr!";During your control phase, glance at opponent's hand and target one non-interrupt card you find there that has a deploy cost < total number [light] icons on table. Opponent must deploy target by the end of your next turn, or it is lost.
d;i;o;d;**;HoloNet Transmission;U;2;The Empire uses a real-time {hologram} communication network. Provides extensive coordination in battles, blockades and searches. Allows rapid deployment and reinforcement.;USED: Cancel Transmission Terminated. LOST: Search your Used Pile and take one Imperial or Visage Of The Emperor into hand. Shuffle, cut and replace.
d;i;u;d;*;Imbalance;U;4;"ConcentraaAAATE!";If opponent just retrieved Force, opponent must lose X Force, where X = one-half the number of cards retrieved (round up).
d;i;l;d;;Lando System?;R;4;"Lando's not a system, he's a man." Regardless of where Rebels flee, dark agents are sure to follow.;During your control phase, use 1 Force to move any one of your [Dagobah] icon characters of ability > 1 to any [Cloud City] icon location where you have presence. If moving to a Cloud City site, this movement is free and you do not need presence.
d;i;l;d;*;Res Luk Ra'auf;R;4;Rek guza kias n'ek kriesuk zief. Rek res fesruk T'doshok kulesuk luk g'razzurg koref selukra fes k'nel. Kren'ef, T'doshok res luk rek grien forek res fel luraken.;If any bounty hunter is defending a battle alone, add one battle destiny. OR If Bossk, Greedo or Boba Fett is defending a battle alone, add two battle destiny.
d;i;u;d;*;Shut Him Up Or Shut Him Down;U;6;Some droids are disliked due to their annoying personality. Several highly publicized berserk assassin droid incidents haven't helped their public image.;Cancel Death Star Plans, The Professor, Bacta Tank, How Did We Get Into This Mess?, Shoo! Shoo! or Thank The Maker.
d;i;u;d;;Something Hit Us!;U;3;"That was no laser blast...";During a battle, lose 1 Force. {Cumulatively} adds 1 to attrition against opponent.
d;i;l;d;*;Take Evasive Action;C;4;Aoooga! Aoooga!;Cancel Egregious Pilot Error, Out Of Nowhere, Collision! or Don't Get Cocky. OR Use 1 Force to subtract 3 from all asteroid destiny draws against you for remainder of turn.
d;i;o;d;;Those Rebels Won't Escape Us;C;3;"I don't know how we're gonna get out of this one.";USED: Cancel Nabrun Leids. LOST: During your move phase, cancel Landing Claw. OR Cancel Hyper Escape, Closer?! or one 'react.'
d;i;l;d;;Uncertain Is The Future;C;3;Even a Jedi cannot always foresee future events.;Use 3 Force. Each player counts cards in hand, then places entire hand and Used Pile onto Reserve Deck. Shuffle, cut and replace. Each player then draws from Reserve Deck the counted number of cards to create a new hand.
d;i;l;d;*;Unexpected Interruption;R;2;"Sir! Sir! I've isolated the reverse power flux coupling!";Use 2 Force to search your Reserve Deck and take one Interrupt into hand. Shuffle, cut and replace.
d;i;o;d;**;Voyeur;C;3;As there are very few local authorities on Dagobah, peeping astromechs can get away with just about anything.;Name an Interrupt card. Opponent must reveal entire Used Pile, without shuffling. Then you choose: USED: Opponent must lose 1 Force for each copy of that Interrupt found there. LOST: Each copy of that interrupt found there is lost.
d;l;S;d;*;Anoat;U;Parsec: 5;Planet;1;If you control, all opponent's Ugnaughts on table are forfeit -1;2;If opponent initiates a battle here, your starships may move as a 'react' to or from nearest related asteroid sector.
d;l;e;d;<><><>;Asteroid Field;C;;Space;1;"Asteroid Rules" in effect here.;1;"Asteroid Rules" in effect here. If you control, may cancel Force drain at related system.
d;l;e;d;<>;Big One;U;;Space;0;"Asteroid Rules" in effect here.;1;"Asteroid Rules" in effect here. If you control, Force drain +1 here for each Asteroid Field at same system.
d;l;s;d;<>;Big One: Asteroid Cave or Space Slug Belly;U;;Interior, Exterior, Creature, Planet;1;"Cave Rules" in effect here.;1;"Cave Rules" in effect here. If you control, may cancel Force drains at system related to Big One.
d;l;s;d;*;Dagobah: Cave;R;;Interior, Underground, Planet;0;Lose 1 force during each of your control phases if Yoda on table but not on Dagobah.;2;If opponent has presence here, your Force Icons are canceled.
d;l;s;d;*;Executor: Comm Station;U;;Interior, Starship, Mobile, Scomp Link;0;If you control, your starships may 'react' from same system as Executor.;1;If you occupy with Tarkin, Piett or any admiral, your starships may 'react' to same system.
d;l;s;d;*;Executor: Control Station;U;;Interior, Starship, Mobile, Scomp Link;0;If you control, only you may move Executor during opponent's move phase.;1;If an Imperial leader here, Executor is power +1 for each Executor site on table.
d;l;s;d;*;Executor: Holotheatre;R;;Interior, Starship, Mobile, Scomp Link;0;If you control, Force drain +1 here.;1;If you have Vader or Emperor on table, your Force generation is +1 here (+2 if both).
d;l;s;d;*;Executor: Main Corridor;C;;Interior, Starship, Mobile, Scomp Link;0;If you control, opponent's Main Corridor game text is canceled.;1;During your move phase, you may move free between here and Executor or any Executor site.
d;l;s;d;*;Executor: Meditation Chamber;R;;Interior, Starship, Mobile, Scomp Link;0;If you occupy, opponent's Meditation Chamber game text is canceled.;2;If Vader alone here, once per turn, may apply his ability to draw battle destiny at any system.
d;l;S;d;*;Raithal;U;Parsec: 3;Planet;1;If you occupy, opponent's Raithal game text is canceled.;2;All your troopers are destiny +1 (+2 if you control). Tactical support is used interrupt.
d;l;s;d;***;Star Destroyer: Launch Bay;C;;Interior, Exterior, Starship, Mobile, Scomp Link;0;Starships captured by Star Destroyer go here and may be Besieged. Immune to Revolution.;1;Your TIEs deploy -2 here. You may shuttle, transfer, embark and disembark here for free.
d;r;r;d;;Bog-wing;C;5;P:* R:2 D:2 F:0;Avian Creature;Selective Creature;Avian jungle-dweller. Fiercely territorial. Uses powerful talons to pick up and bear off victims. Carries up to nine times it's own body weight. Feeds primarily on root lizards and vine snakes.;*Ferocity = destiny - 1. Habitat: exterior sites on Endor, Yavin 4 and Dagobah. Instead of attacking a character, grabs that character and carries it as far as possible (up to two sites away).
d;r;r;d;<>;Dragonsnake;R;3;P:* R:3 D:3 F:0;Swamp Creature;;One of Dagobah's deadliest predators. Has razor-sharp fins, powerful constrictor coils and large fangs. Feeds on almost anything. Often mistaken for a swamp slug, due to its size.;*Ferocity = 3 + destiny. Habitat: swamps, jungles and Dark Waters. May attack droids. Defeated droids are relocated to an adjacent exterior site (opponent of victim chooses).
d;r;c;d;;Mynock;C;3;P:2 R:3 D:3 F:0;Space Creature;Selective Creature;Silicon-based space borne lifeform. Frequently called a "power sucker." Feeds on energy such as stellar radiation and electrical discharges. Absorbs minerals from starship hulks;Habitat: unrestricted. May move like a starfighter. If starfighter present, instead of attacking, randomly attaches to cumulatively reduce power and hyperspeed by 2 (detaches only when both < 1).
d;r;r;d;;Sleen;C;3;P:* R:2 D:2 F:0;Swamp Creature;Selective Creature;Slow, omnivorous swamp forager. Eats insects. Seeks damp, dark environments strong with the Force.;*Ferocity = destiny - 3. Habitat: planet sites (except Hoth and Tatooine) and Dark Waters. {Cumulatively} absorbs (temporarily cancels) one [light] icon present.
d;r;r;d;<>;Space Slug;U;4;P:* R:3 D:2 F:0;Space Creature;;Gigantic silicon-based lifeform. Exists in the vacuum of space. Devours small vessels whole. Has difficulty keeping its modified light freighters down;*Ferocity = two destiny. Habitat: Big One (Asteroid Cave is now Belly). Will attack starfighters (defeated cards are eaten or relocated to Belly, your choice). Once per turn, may open or close mouth.
d;r;r;d;;Vine Snake;C;3;P:0 R:3 D:2 F:0;Ophidian Creature;Selective Creature;Found on various planets throughout the galaxy. Hides among hanging vines, dropping on unsuspecting travelers that pass beneath. Kills its victims through gradual constriction.;Habitat: planet sites (except Hoth). Attacks by attaching to character. X = 0. Every move phase, draw destiny. Each time destiny > ability, add 1 to X. Character is power - X (eaten if power = 0).
d;s;c;d;*;Avenger;R;1;P:8 R:6 H:3 D:8 F:9;Imperial-Class Star Destroyer;Scomp Link, Pilot, Astromech;Key starship used to subjugate Outer Rim worlds. Reassigned to Death Squadron under the command of Captain Needa. Communications ship at the Battle of Endor.;May add 6 pilots, 8 passengers, 2 vehicles, and 4 TIEs. Has ship-docking capability. Permanent pilot aboard provides ability of 2. Subtract 2 from asteroid destiny draws targeting Avenger.
d;s;c;d;*;Executor;R;1;P:12 R:12 H:2 D:15 F:15;Super-Class Star Destroyer;Scomp Link, Pilot x 3, Astromech;Flagship of Death Squadron. Over eight kilometers long. Carries 38,000 troops, Can conquer entire star systems by sheer intimidation and terror. Lord Vader's personal command ship.;May add unlimited pilots, passengers, vehicles and starfighters. Has ship-docking capability. Permanent pilots aboard provide total ability of 3. Immune to attrition < 12.
d;s;c;d;*;Hound's Tooth;R;2;P:5 R:4 H:4 D:6 F:4;Modified Corellian Freighter;Scomp Link, Astromech, Independent;Controlled by state-of-the-art-voice-activated X10-D computers. Internal sensors and security systems monitor prisoner activity. Modified for Bossk's Trandoshan physiology;May add 1 pilot (must be smuggler or bounty hunter), 6 passengers and 1 vehicle. Immune to attrition < 4 if Bossk piloting. Deploys and moves like a starfighter. Has ship-docking capability.
d;s;f;d;*;IG-2000;R;4;P:3 M:3 H:3 D:4 F:3;Trilon Aggressor;Scomp Link, Astromech, Independent;IG-88's assault starfighter. Custom designed. Boasts a Kuat Galaxy-15 engine from a Nebulon-B frigate. Heavy ion cannon often used to disable starships before boarding.;May add 1 pilot (must be a smuggler or bounty hunter) and 2 passengers. Maneuver +3 and immune to attrition < 3 if IG-88 piloting. Ion Cannon may deploy here.
d;s;f;d;*;Mist Hunter;R;4;P:2 M:3 H:5 D:4 F:3;Byblos G-1A Transport;Scomp Link, Astromech, Independent;Commissioned by a group of gand venture capitalists headed by Zuckuss. Manufactured by byblos drive yards. Uses repulsor lift technology developed for combat cloud cars.;May add 2 pilots(one must be a smuggler or bounty hunter) and 3 passengers. immune to attrition <3 if Zuckuss is piloting. Has ship docking capability.
d;s;f;d;*;Punishing One;R;3;P:2 M:5 H:3 D:3 F:3;Corellian JM 5000;Astromech, Independent;Old Corellian Engineering Corporation starfighter. Has outdated Class Three hyperdrive, but high sublight speed capability. Easy to maintain. Owned by Dengar.;May add 1 pilot (must be a smuggler or bounty hunter) and 1 passenger. Immune to attrition < 3 if Dengar piloting. Deploy -3 when deploying with Dengar. Boosted TIE Cannon may be deployed here.
d;s;f;d;;TIE Avenger;C;3;P:2 M:4 H:2 D:3 F:2;TIE/ad;Astromech;Design based on Lord Vader's prototype Advanced x1. Manufactured until replaced by the more economical TIE Interceptor. Equipped with deflector shields and a hyperdrive.;Deploy -1 to same system as any Imperial capital starship. May add 1 pilot. Boosted TIE Cannon may deploy here.
d;s;f;d;;TIE Bomber;U;0;P:1 M:2 D:2 F:2;TIE/sa;Pilot;Because fleet orbital bombardment often destroyed entire cities, the double-pod TIE surface assault starfighter was developed to allow more precise and controlled targeting.;Power +2 during a Bombing Run battle. Permanent pilot aboard provides ability of 1. At any time during your turn, may use 1 Force to 'diffuse' (lose or return to hand) any one Orbital Mine present.
d;w;c;d;*;4-LOM's Concussion Rifle;R;2;;;BlasTech LJ-90. Not as accurate as the E-11 Blaster Rifle, but uses the same scope mount and has much better range. Acquired by 4-LOM after teaming up with Zuckuss.;Use 4 force to deploy on a warrior, free on 4-LOM. May target for free during a battle at same site or exterior site up to 2 sites away. Draw Destiny. Add 1 if Blaster Scope attached. Character hit if destiny - X > ability, where X = distance to target.
d;w;c;d;*;Bossk's Mortar Gun;R;1;;;Relby-v10 micro grenade launcher. Modified version of the limited range CSPL "Caspel" Projectile Launcher. Blows lots of stuff up.;Use 2 Force to deploy on Bossk, 4 on any other warrior. May fire using 2 Force. Draw destiny. If destiny > 0, one card with that destiny number at same site is lost (your choice). If destiny = 0, mortar gun explodes and warrior firing it is lost.
d;w;c;d;*;Dengar's Blaster Carbine;R;2;;;Rugged, reliable Valken-38 carbine. Excellent sniper's weapon in the hands of a competent marksman. Stolen from a victim when Dengar was working as an Imperial Assassin.;Use 1 Force to deploy on Dengar, 3 on any other warrior. May target using 1 Force. Draw destiny. Character hit if destiny +1 > ability. Vehicle hit if destiny +1 > maneuver or armor. If hit by Dengar, target's forfeit = 0.
d;w;c;d;*;IG-88's Neural Inhibitor;R;1;;;Menotor DAS-430 electromagnetic projectile launcher. Often mistaken for a blaster rifle. Fires small hollow darts filled with neurotoxin which cause temporary paralysis.;Deploy on IG-88, or use 2 Force on any other bounty hunter. May target a non-droid character using 3 Force. Draw destiny. If destiny +1>ability, until end of your next turn character is power, forfeit and landspeed=0.
d;w;c;d;*;IG-88's Pulse Cannon;R;1;;;IG-88's personal favorite for mass destruction. Rapid-fire fusion plasma bursts are extremely effective against multiple targets. Not widely used due to incidental damage.;Use 1 Force to deploy on IG-88, 4 on any other warrior. Adds 2 to power. May target X non-droid characters using X Force. Draw destiny for each. If destiny = 0, character is power -1 and forfeit -1 until end of turn. If destiny -1 > ability, character hit.
d;w;s;d;;Proton Bombs;U;1;;;Proton-scattering energy warheads. Especially effective against ray- and energy-shielded targets. Ineffective against particle deflector.;Deploy on a bomber: When present during a Force drain, may target a related interior site. Draw destiny. Site 'collapsed' if destiny > 4. OR May fire in a Bombing Run battle. Draw destiny. All characters, starships and vehicles with that destiny number at same site are lost.
d;w;c;d;*;Zuckuss' Snare Rifle;R;1;;;Merr-Sonn Munitions, Inc. GRS-1 Snare Rifle. Shoots liquefied shockstun mist up to 150 meters. Liquid spraynet Hardens into a translucent web, confining the stunned target.;Deploy on Zuckuss, or use 1 Force to deploy on any other bounty hunter. May target using 2 Force. Draw destiny. Character may be immediately captured if destiny -1 > ability. Creature immediately lost if destiny > defense value.
l;c;r;d;*;Son of Skywalker;R;1;P:5 A:5 D:5 F:8;Force-Sensitive;Pilot, Warrior;Luke Skywalker. Son of Anakin. Seeker of Yoda. Levitator of rocks. Ignorer of advice. Incapable of impossible. Reckless is he.;Deploys only on Dagobah or Cloud City, but may move elsewhere. Adds 2 to power of any starship he pilots. Once per game, a lightsaber may deploy here (for free) directly from Reserve Deck. Shuffle, cut and replace. Immune to attrition < 4.
