d;c;a;s;;Corulag Operative;C;3;P:1 A:1 D:1 F:2;;Warrior;Independent traders make money selling equipment to the academy at Corulag. Resentful of the Alliance pilots that disrupt their shipping lines.;While at a Corulag site: adds 1 to your Force drains there, is power +1 (or +2 if your trooper is on Corulag) and, once during each of your deploy phases, may deploy one site to Corulag from Reserve Deck- reshuffle.
d;c;a;s;;Dantooine Operative;C;3;P:1 A:1 D:1 F:2;;Warrior;Corrupt Pacithhip businessmen. Report to the Empire on who makes contributions to the Alliance.;While at a Dantooine site: adds 1 to your Force drains there, is power +1 (or +2 if your thief is on Dantooine) and, once during each of your deploy phases, may deploy one site to Dantooine from Reserve Deck- reshuffle.
d;c;i;s;*;Darth Vader, Dark Lord Of The Sith;R;1;P:6 A:6 D:6 F:8;Dark Jedi;Pilot, Warrior;Formerly Anakin Skywalker. Jedi Knight. Became Darth Vader. Ordered by Emperor Palpatine to deal with Luke Skywalker, but bargained for his son's life instead.;Adds 3 to power of anything he pilots. When in battle, may target one opponent's character present. Draw destiny. Target 'choked' (lost) if destiny > ability. Immune to attrition < 5.
d;c;a;s;*;Dodo Bodonawieedo;U;3;P:2 A:1 D:2 F:2;;Warrior;Rodian {musician}. Plays slitherhorn. Grew up in the streets of Mos Eisley. "Frocked" Jawas and stole ronto steaks as a child. {Information broker}. Was part of the Shawpee gang.;Power +2 at Mos Eisley. Opponent's Jawas are power -1 here. Once during each of your control phases, may peek at top X cards of your Force Pile, reorder however you wish and replace, where X = number of other musicians at same site.
d;c;a;s;;Eriadu Operative;C;3;P:1 A:1 D:1 F:2;;Warrior;Used by Imperial officers as a contact between the Empire and local citizenry. Keep the Imperial bureaucracy informed on planetary issues.;While at a Eriadu site: adds 1 to your Force drains there, is power +1 (or +2 if your commander, general or moff is on Eriadu) and, once during each of your deploy phases, may deploy one site to Eriadu from Reserve Deck- reshuffle.
d;c;a;s;*;Gela Yeens;U;1;P:2 A:2 D:3 F:3;;Pilot, Warrior;Bad-tempered {smuggler}. Makes a few credits more helping Jabba collect debts. Highly regarded for his uncanny anticipation in battle. Searching for Debnoli.;May deploy for free to your [I] starship. Adds 2 to power of anything he pilots. Power +2 when present with and opponent's smuggler. When targeted by a weapon, subtract one from each weapon destiny.
d;c;a;s;*;Greeta;U;3;P:2 A:1 D:1 F:2;;;Rodian {musician}. In addition to her singing talents, she plays kloo horn. Befriended Sy Snootles on the luxury liner Kuari Princess.;Other Rodians deploy  -1 to same site. Once during each of your control phases, may use 1 Force to take any Rodian into hand from Reserve Deck- reshuffle. While at Audience Chamber, all your other musicians are deploy -1 and forfeit +3.
d;c;d;s;;IM4-099;F;4;P:0 D:1 F:3;Patrol Droid;;Imperial Mark IV Patrol Droid. Identifies criminal activity and transmits information to local authorities. Monitors random comm signals for illegal activity.;Whenever opponent Force drains at same or adjacent site, may deploy up to four troopers there as a 'react.' When IM4 is present with your trooper, Rebels are deploy +2 to same site and opponent may not 'react' to or from same site.
d;c;a;s;*;Iasa, The Traitor Of Jawa Canyon;R;1;P:3 A:1 D:3 F:2;;Warrior;While on a trip, King Kalit entrusted his credits, sandcrawler and mate to his friend Iasa. When Kalit returned, one was spent, one was sold and the other was missing.;Deploys only on Tatooine. When firing any Jawa weapon, subtracts 3 from target's defense value. When playing Dune Sea Sabacc, may subtract 1 from or add 1 to your total.
d;c;a;s;*;Jabba;R;1;P:2 A:3 D:3 F:5;Force-Attuned;Warrior;{Gangster}. {Leader}. Infamous Hutt crime lord. Operates his vast empire from an ancient monastery on Tatooine. Uses mercenary pilots to smuggle spice and other contraband.;To use his landspeed requires +1 Force. Your aliens are deploy -1 to same location. While at Audience Chamber, adds 2 to forfeit of all your non-unique aliens and makes Scum and Villainy immune to Alter. Immune to attrition < 4.
d;c;a;s;;Kashyyyk Operative;U;3;P:1 A:1 D:1 F:2;;Warrior;Hunters who track down escaped Wookiee slaves and report on their location. The Empire and Trandoshans pay a high price for that kind of information.;While at a Kashyyyk site: adds 1 to your Force drains there, is power +1 (or +2 if your Trandoshan is on Kashyyyk) and, once during each of your deploy phases, may deploy one site to Kashyyyk from Reserve Deck- reshuffle.
d;c;a;s;;Kessel Operative;U;3;P:1 A:1 D:1 F:2;;Warrior;Mercenaries that make a profit selling materials to the troops stationed on Kessel. Help the Empire prevent escape attempts by the prisoners there.;While at a Kessel site: adds 1 to your Force drains there, is power +1 (or +2 if your smuggler is on Kessel) and, once during each of your deploy phases, may deploy one site to Kessel from Reserve Deck- reshuffle.
d;c;a;s;;Kiffex Operative;U;3;P:1 A:1 D:1 F:2;;Warrior;Couriers. Watchful for any kind of activity by the Alliance or the Empire. Sell their information to anyone willing to buy.;While at a Kiffex site: adds 1 to your Force drains there, is power +1 (or +2 if your spy is on Kiffex) and, once during each of your deploy phases, may deploy one site to Kiffex from Reserve Deck- reshuffle.
d;c;a;s;*;Lobel;C;3;P:2 A:1 D:2 F:3;C;;Powerful magnetic fields in the Lobel physiology make the operation of nearby navigation devices impossible. Pilots claim these fields also produce headaches.;Subtracts 2 from forfeit of each opponent's pilot at same site. Prevents characters from moving to or from same or adjacent site using Elis Helrot or Nabrun Leids.
d;c;a;s;*;Lobot;R;1;P:2 A:2 D:2 F:3;;;Son of a traveling slaver. Helps run Cloud City with Administrator Lando Calrissian. Speech capability worn away by constant cyborg neural connection.;Deploys only on Cloud City. Power +2 when present at a Scomp Link. If present at a site, can be replaced by opponent with any Light Side Lobot. While present on Cloud City with your Lando, prevents replacement of Lobot and Lando.
d;c;a;s;*;Lyn Me;U;3;P:1 A:1 D:2 F:2;;;Twi'lek {musician} whose village hired Boba Fett for protection from slavers. Fell in love with the famous mercenary. Vowed to kill Luke and Han.;Subtracts 1 from deploy cost of Bounty hunters at same site )Boba Fett deploy free). During battle, subtracts X from opponent's total power, where X = number of your musicians present (+2 if battling Luke or Han, or +4 if both).
d;c;a;s;*;Makurth;F;2;P:2 A:1 D:2 F:2;;;A fierce race of nocturnal carnivores from Moltok. Charge into battle with a terrifying scream. Often find employment as bodyguards for Black Sun.;When in a battle at a site, may use 2 Force (or 1 Force if you initiated the battle) to 'scream' (add one destiny to your total power only). Immune to attrition < 4 under "nighttime conditions."
d;c;a;s;;Nal Hutta Operative;C;3;P:1 A:1 D:1 F:2;;Warrior;Strong-armed H'nemthe thugs working for the Hutts. Work alongside Rodians and other unscrupulous aliens.;While at a Nal Hutta site: adds 1 to your Force drains there, is power +1 (or +2 if your gangster or Rodian is on Nal Hutta) and, once during each of your deploy phases, may deploy one site to Nal Hutta from Reserve Deck- reshuffle.
d;c;a;s;*;Nebit;R;3;P:2 A:1 D:2 F:3;;;Jawa {leader} responsible for organizing raids on rival Jawa factions. Detested warrior. Hates being "frocked.";Deploys only on Tatooine. When in a battle with at least two of your other Jawas, adds one battle destiny. When your total battle destiny at Nebit's site is greater than opponent's total battle destiny, Nebit reduces attrition against you by 3.
d;c;a;s;*;Niado Duegad;U;2;P:2 A:3 D:3 F:4;Force-Attuned;;Mercenary from Vodran. Niado's culture controls its environment through terraforming facilities. Enhanced adrenal glands allow for short bursts of incredible strength.;May not carry or use devices or weapons. Once per turn, may use X Force, where X = 1, 2, or 3, to add twice X to his power for remainder of turn.
d;c;i;s;*;OS-72-10;R;2;P:3 A:2 D:3 F:3;;Pilot, Warrior;Pilot of Obsidian 10. Has served aboard the Conquest, the Thunderflare and the Executor. Not interested in advancing his rank as it would remove him from the pilot's seat.;Adds 2 to power of anything he pilots )3 if any TIE). When piloting a TIE at a cloud sector, adds one battle destiny and makes that TIE immune to attrition < 4 (< 5 if Obsidian 10).
d;c;a;s;;Ord Mantell Operative;C;3;P:1 A:1 D:1 F:2;;Warrior;Many Aqualish draft and maintain bounty hunting contracts for the Empire, the Hutts or anyone with credits. Fight against the Alliance to avoid losing their best customer.;While at an Ord Mantell site: adds 1 to your Force drains there, is power +1 (or +2 if your bounty hunter is on Ord Mantell) and, once during each of your deploy phases, may deploy one site to Ord Mantell from Reserve Deck- reshuffle.
d;c;a;s;;Outer Rim Scout;R;2;P:2 A:2 D:2 F:3;;Pilot;{Smugglers} and {scouts} employed by the ISB. Search the far reaches of the galaxy for Rebel activity and habitable worlds. Know all the smugglers' best hiding places.;Deploy -1 to your [Independent] starship. Adds 2 to power of anything he pilots. When piloting a [I] starship, instead adds 3 to power and draws one battle destiny if not able to otherwise. Suspends Asteroid Sanctuary at related sector.
d;c;d;s;*;R2-A5;U;2;P:1 D:2 F:3;Astromech Droid;Astromech;Combat communications astromech. Coordinates starfighter attack vectors. Broadcasts target acquisition data to gunnery systems.;When in battle aboard your capital starship at a system or sector, adds 1 to total attrition against opponent for each of your piloted TIEs present in that battle.
d;c;a;s;*;RR,uruurrr;R;3;P:1 A:2 D:2 F:2;;Warrior;Tusken Raider who tends to the banthas used by URoRRuR'R'R's tribe. Expert in wielding a gaffi stick. Attacked Luke Skywalker in the Jundland Wastes.;Deploys only on Tatooine. Power +3 while armed with a Gaderffi Stick. Where present, each of your banthas is power and forfeit +2 unless a Weequay is at a related site. When 'riding' a bantha, adds one battle destiny.
d;c;a;s;;Raithal Operative;C;3;P:1 A:1 D:1 F:2;;Warrior;Opportunists work with corrupt governments and Raithal casino operators. Keep the Empire informed of local Alliance activity, for a price.;While at a Raithal site: adds 1 to your Force drains there, is power +1 (or +2 if your gambler or tax collector is on Raithal) and, once during each of your deploy phases, may deploy one site to Raithal from Reserve Deck- reshuffle.
d;c;a;s;*;Rappertunie;U;3;P:3 A:1 D:2 F:2;;;Shawda Ubb {musician} from Manpha. Plays growdi. Real name Rapotwanalantonee. When cornered in a fight, he can spit a paralyzing poison.;Where present, adds X to Force opponent must use to initiate battle, where X = number of musicians present. May target one non-droid character resent in battle. Draw destiny. If destiny > defense balue, target is power = 0 this battle.
d;c;a;s;*;Rystall;R;3;P:1 A:2 D:2 F:3;;;{Musician}. Raised by Ortolans. Grew up on the streets of Coruscant. Rescued from the Black Sun crime cartel by Lando Calrissian.;Power and forfeit +2 at a Coruscant site. May retrieve 1 Force each time your deploy a musician to same site. Once during each of your turns, may use 1 Force to 'charm' one male of ability < 3 present- male is forfeit = 0 for remainder of turn.
d;c;i;s;;Sandtrooper;F;3;P:2 A:1 D:2 F:3;;Warrior;Equipped for harsh, high-temperature environments. Primarily assigned to search-and-destroy missions, but sometimes break up local disputes or recover stolen droids.;Deploys only to Tatooine or any desert. Immune to Sandwhirl. Power -1 when not on Tatooine.
d;c;i;s;*;Sergeant Major Bursk;U;3;P:3 A:2 D:2 F:3;;Warrior;{Leader} of most brutal snowtrooper platoon in the Battle of Hoth. Cunning planner. Coordinates attacks and manages troop movements.;When in battle on Hoth, immune to attrition < 3 and adds 2 to attrition against opponent. Your snowtroopers are deploy -1 to same Hoth site. Power -1 when not on Hoth.
d;c;i;s;*;Sergeant Major Enfield;R;2;P:3 A:2 D:3 F:3;;Warrior;Commander of a platoon of Death Star troopers. Maintains security around the detention block area. Often serves as Lt. Shann Childsen's attachÚ.;When in battle with another Death Star trooper, adds one battle destiny. Your Death Star troopers are deploy -1 to same Death Star site. Trooper Charge targeting at same or related site is a Used Interrupt. Power -1 when not on Death Star.
d;c;a;s;*;Sergeant Merril;U;3;P:2 A:1 D:2 F:2;;Warrior;Tyrannical squad commander on Cloud City. Treats his fellow Cloud City troopers with disdain. Enemy of Utris M'Toc.;Deploys for free on Cloud City if your Lando is at a related location. Power +2 on Cloud City. When in battle at a Cloud City site, adds 1 to your total battle destiny for each of your other Cloud City troopers in that battle.
d;c;i;s;*;Sergeant Narthax;R;3;P:3 A:2 D:2 F:3;;Warrior;Commanded a squad of snowtroopers in the Battle of Hoth. Trains snowtroopers in extreme-weather survival tactics. Originally from Ukio.;While on Hoth, makes all your snowtroopers immune to Ice Storm. When in battle on Hoth with another snowtrooper, adds one battle destiny. Precise Attack targeting at same or related site is a Used Interrupt. Power -1 when not on Hoth.
d;c;i;s;*;Sergeant Torent;R;3;P:2 A:2 D:2 F:2;;Warrior;Senior watch trooper at Death Star's command center. Monitors external sensor data, scanning for Rebel activity. Vigilant in his duties.;Deploys -2 on Death Star. When in battle, adds 1 to your total battle destiny for each of your other Death Star troopers present. While on Death Star, adds 1 to each of your Force drains at a battleground related to system Death Star orbits.
d;c;a;s;;Swoop Mercenary;F;3;P:2 A:1 D:2 F:3;;Pilot;Members of swoop gangs on Tatooine often have experience piloting larger craft. Many wear tall shock-helmets.;Adds 2 to power of anything he pilots or drives and, when driving a swoop, adds 3 to landspeed. When present at a site with another Swoop Mercenary, may draw one battle destiny if not able to otherwise.
d;c;a;s;*;Sy Snootles;R;3;P:1 A:1 D:1 F:3;;;Pa'lowick {musician}. Manager of The Max Rebo Band. Reports on Jabba to Lady Valarian. Bib Fortuna uses her as a double agent, feeding her false information.;During your deploy phase, where present, allows J'Quille or Bib Fortuna to deploy from Reserve Deck- reshuffle. Once each turn when you have at least 3 musicians on table, may play Ommni Box to cancel opponent's Force drain at a related site.
d;c;a;s;*;Umpass Stay;R;2;P:3 A:1 D:4 F:2;;Warrior;Klatooinian born into slavery to Desilijic Hutt clan on Shawti. {Musician}. Works as a {spy} for Jabba at his desert fortress while playing drums for visiting bands.;Power +2 at a Jabba's Palace site. Each of your other musicians at same site is power +2 and immune to attrition < 3. Immune to attrition < 4.
d;c;a;s;*;Ur'Ru'r;R;3;P:2 A:1 D:2 F:2;;Warrior;Fierce Tusken Raider. Ransacks homes and moisture farms on the borders of Mos Espa.;Deploys only on Tatooine. While at Tusken Canyon, Jundland Wastes or same Tatooine site as UroRRuR'R'R, adds 2 to each of your battle destiny draws at Tatooine sites where you have a Tusken Raider.
d;d;d;s;;Floating Refinery;C;4;;;Refines Tibanna gas at mines like those at Cloud City. Also used for moisture collection on dry planets.;Deploy on a cloud sector (limit one per sector). Force you activate may be drawn into hand (one per turn for each  of your Floating Refineries on table). Each cloud sector or gas miner drawn in this way may be revealed to retrieve 2 Force.
d;d;d;s;*;Homing Beacon;R;5;;;"You're sure the homing beacon is secure aboard their ship? I'm taking an awful risk, Vader. This had better work.";Deploy on opponent's starship (even if 'concealed') if your bounty hunter or Imperial leader is on table. Your starships may move for free (and may move as a 'react') to this location. During your move phase, may cancel Landing Claw on this starship.
d;e;e;s;*;A Bright Center To The Universe;U;4;The intimidating power of the Empire was focused in the core systems, allowing the Emperor to ignore minor activities occurring on the Outer Rim.;Deploy on Death Star system or Coruscant system. Target another system. At locations related to target system, opponent's Force drain modifiers are canceled. Effect canceled if opponent controls this system. (Immune to Alter.)
d;e;e;s;*;A Day Long Remembered;U;6;"It has seen the end of Kenobi and will soon see the end of the Rebellion.";If Obi-Wan not on table, deploy on Yavin 4 or Hoth system. If system "blown away," relocate to opponent's side of table: Rebels and Rebel starships are deploy +8 and lose immunity to attrition. Canceled if Obi-Wan is deployed. (Immune to Alter.)
d;e;i;s;*;Alert My Star Destroyer;C;4;For important Imperial dignitaries, an individual Star Destroyer is placed at their personal disposal.;If your admiral, moff, or Dark Jedi just shuttled aboard your Star Destroyer, deploy on that character. Star Destroyer is immune to attrition and Flagship deploys free on that starship. Immediate Effect lost if character not aboard that starship.
d;e;m;s;**;Bantha Herd;R;4;While banthas are found on many worlds, the largest herds are found on Tatooine. The Sand People of that planet learned to tame the beasts.;Deploy on an exterior Tatooine site. Specify starting direction. During your control phase, moves to next adjacent exterior site )reversing direction as necessary. During battle, if your Tusken Raider or bantha here, may add one battle destiny.
d;e;e;s;*;Blown Clear;U;2;Vader was nearly killed when Han damaged his TIE fighter during a surprise attack in the Death Star trench.;Deploy on your side of table. During a battle, you may place out of play;;;;;;;
d;e;e;s;*;Cloud City Occupation;R;4;"I advise everyone to leave before more Imperial troops arrive.";Deploy on Bespin system if you occupy at least two Cloud City battleground sites. During each of your control phases, opponent loses 1 Force for each Cloud City battleground site you occupy. Canceled if opponent controls this system. (Immune to Alter.)
d;e;e;s;*;Come Here You Big Coward!;C;4;"Chewie! Come here!";Deploy on table. Unless opponent occupies at least two battlegrounds, cancels: Asteroid Sanctuary, opponent's Force drains at non-battle ground locations, and opponent's Force retrieval. (Immune to Alter if you occupy any battleground.).
d;e;e;s;*;Desilijic Tattoo;U;4;Jabba The Hutt's clan requires all members to carry ritual scaring identifying them forever as heirs to the Nal Hutta legacy. These tattoos are considered marks of power.;Deploy on your Hutt. Once during each of your deploy phases, may deploy one Jabba's Influence or Death Mark from Reserve Deck- reshuffle. While at Audience Chamber, no battles or Force drains may take place here unless a Rebel present. (Immune to Alter.)
d;e;u;s;*;Destroyed Homestead;R;5;"Uncle Owen? Aunt Beru?";Deploy on Lars' Moisture Farm. Target Obi-Wan or Luke. Target may not apply ability toward drawing destiny for Sense, Alter or battle destiny. Opponent loses 1 Force during each of your control phases. Utinni Effect canceled when reached by target.
d;e;e;s;*;Dreaded Imperial Starfleet;R;3;The Empire uses short-range fighters and patrol craft to maintain a presence in every system within its scope of power.;Deploy on your side of table. Once per turn, you may cancel a Force drain by placing here from hand (if Effect canceled by opponent, any starfighters here may immediately deploy for free).
d;e;e;s;*;Firepower;C;3;"About twenty guns. Some on the surface, some on the towers.";Deploy on your side of table. Each of your starships with two or more starship weapons aboard is power +2. Once during each of your deploy phases, you may use 2 Force to deploy from Lost Pile one starship weapon, vehicle weapon or artillery weapon (for free).
d;e;e;s;*;First Strike;U;4;"There'll be no escape for the princess this time.";Deploy on your side of table. Whenever a battle is initiated, player initiating battle retrieves 1 Force and defender loses 1 Force. Also, during a battle you initiate, each time opponent plays an interrupt, opponent must first use 2 Force. (Immune to Alter.)
d;e;i;s;*;Imperial Propaganda;R;6;Imperial data transmissions depict Rebel incursions as terrorist acts. The Alliance is portrayed as a danger to civilians of the Empire.;If you occupy at least two battlegrounds and just lost more than 2 Force to a Force drain at a location, deploy on that location (limit one per Force drain). Opponent loses 2 Force for each Imperial Propaganda on table.
d;e;e;sn;*;Jabba's Influence;R;3;Jabba makes offers one cannot refuse. Smugglers, thieves and competitors who do not acquiesce have been rumored to wake up with a bantha's head in their bed.;Deploy on one of your gangsters or bounty hunters. Once during each of your control phases, if present with an opponent's smuggler or character of ability = 1, may use 3 Force. Opponent must use 5 Force or that character returns to opponent's hand.
d;e;e;s;*;Kuat Drive Yards;R;3;Company that produces current generation of Star Destroyers, as well as Nebulon-B Frigate. Ship yards are extremely well defended.;Deploy on Kuat system. All your Imperial-class Star Destroyers are immune to attrition < 4. Once during each of your deploy phases, may deploy one Imperial-class Star Destroyer from, Reserve Deck- reshuffle. (Immune to Alter while you occupy Kuat.)
d;e;e;s;*;No Bargain;U;4;"Zeet tu seet. Jabba no tuzindy honkabee.";Deploy on your side of table. While no Imperials are at any Jabba's Palace sites, at all such sites: Rebels are deploy +2, Revolution is canceled and your non-unique aliens are each forfeit +1. (Immune to Alter.)
d;e;e;s;*;Oppressive Enforcement;U;4;The Imperial fleet keeps a tight grip on the systems under its control. Abuses and excesses by local citizens are not tolerated.;Deploy on your side of table. Your Imperial capital starships are each destiny +1. Your Immediate Effects may deploy for free. Whenever opponent cancels your card with Sense or Alter, place that canceled card in Used Pile. (Immune to Alter.)
d;e;e;s;*;Planetary Subjugation;U;4;The Empire crushes resistance with massive orbital bombardment. The coordinated attack of a TIE bomber wing reduces a planet's surface to rubble.;Deploy on table. You may add up to 5 to destiny of each TIE Bomber drawn for battle or weapon or battle destiny. You may add 1 to Proton Bomb weapon destiny draws. Asteroid Sanctuary is canceled unless present with opponent's starship. (Immune to Alter.)
d;e;i;s;*;Pride Of The Empire;C;3;Imperial starships that perform with distinction are highly publicized in an attempt to make the pilots look like heroes to the citizens of the Empire.;If you just won a battle in which opponent lost a starship, deploy on your participating starfighter. Once during each of opponent's move phases, opponent loses 1 Force (2 if starfighter is a TIE/ln). Also, that starfighter is power +2. (Immune to Control.)
d;e;e;s;*;Rebel Base Occupation;R;4;"General, prepare your troops for a surface attack.";Deploy on a Rebel Base system if you occupy at least two related battleground sites. During each of your control phases, opponent loses 1 Force for each related battleground site you occupy. Canceled if opponent controls this system. (Immune to Alter.)
d;e;e;s;*;Rendili StarDrive;R;3;Responsible for early Imperial space supremacy. Rendili designs provide extremely stable weapons platforms for capital ship weapons.;Deploy on Rendili system. Your Victory-class Star Destroyers are deploy -2 here. Each of your Turbolaser Batteries deploys for free, fires for free and adds 1 to each of its weapon destiny draws. (Immune to Alter while you occupy Rendili.)
d;e;e;s;*;Return To Base;R;3;Imperial codes demand that damaged starships return to base for repair. Some captains with only minor damage to their ships resent this order.;Use 4 Force to deploy on your side of table. A starship you just lost may be placed here. Holds one starship at a time. During your deploy phase, may use X Force to bring starship to hand, where X = deploy cost of that starship.
